REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected,Houses_damaged,Houses_destroyed
Capital,AF03,Parwan,AF0307,Ghorband,05-07-2022,Flood / flash flood,0,0,18,123,18,0
Capital,AF03,Parwan,AF0309,Surkh-e- Parsa,05-07-2022,Flood / flash flood,0,0,28,178,17,11
Capital,AF05,Logar,AF0501,Pul-e-Alam,05-07-2022,Flood / flash flood,0,0,22,147,8,14
Capital,AF03,Parwan,AF0310,Shekhali,05-07-2022,Flood / flash flood,1,8,7,45,7,0
South Eastern,AF13,Paktya,AF1302,Ahmadaba,05-07-2022,Flood / flash flood,1,0,13,91,12,0
South Eastern,AF11,Ghazni,AF1109,Rashidan,05-07-2022,Flood / flash flood,2,1,4,38,4,0
Eastern,AF16,Nuristan,AF1603,Wama,06-07-2022,Flood / flash flood,7,0,13,91,13,0
Eastern,AF07,Laghman,AF0703,Alishang,07-07-2022,Flood / flash flood,0,0,8,50,8,0
Southern,AF26,Zabul,AF2608,Atghar,07-07-2022,Flood / flash flood,0,0,33,352,26,7
Southern,AF26,Zabul,AF2610,Shomulzay,07-07-2022,Flood / flash flood,1,0,57,508,51,6
Southern,AF26,Zabul,AF2607,Daychopan,07-07-2022,Flood / flash flood,11,0,11,107,11,0
Southern,AF26,Zabul,AF2603,Shinkay,07-07-2022,Flood / flash flood,0,0,9,80,9,0
Eastern,AF07,Laghman,AF0704,Alingar,07-07-2022,Flood / flash flood,1,2,26,257,26,0
South Eastern,AF11,Ghazni,AF1115,Muqur,07-07-2022,Flood / flash flood,0,0,2,32,2,0
Southern,AF26,Zabul,AF2605,Arghandab,07-07-2022,Flood / flash flood,0,0,19,150,19,0
Eastern,AF07,Laghman,AF0701,Mehtarlam,07-07-2022,Flood / flash flood,0,0,57,553,57,0
Southern,AF26,Zabul,AF2601,Qalat,07-07-2022,Flood / flash flood,0,0,20,190,16,4
South Eastern,AF11,Ghazni,AF1105,Dehyak,07-07-2022,Flood / flash flood,0,0,21,421,21,0
Southern,AF27,Kandahar,AF2706,Shahwalikot,08-07-2022,Flood / flash flood,16,2,24,254,21,0
Southern,AF27,Kandahar,AF2715,Maruf,08-07-2022,Flood / flash flood,5,14,5,62,3,2
Central Highland,AF24,Daykundi,AF2409,Gizab,08-07-2022,Flood / flash flood,6,0,36,336,0,0
Southern,AF25,Uruzgan,AF2503,Chora,08-07-2022,Flood / flash flood,0,0,91,856,88,3
Southern,AF27,Kandahar,AF2708,Arghestan,08-07-2022,Flood / flash flood,0,0,30,287,28,2
Southern,AF25,Uruzgan,AF2505,Khasuruzgan,08-07-2022,Flood / flash flood,0,4,11,94,11,0
Southern,AF27,Kandahar,AF2713,Miyanshin,08-07-2022,Flood / flash flood,0,0,23,191,23,0
South Eastern,AF12,Paktika,AF1201,Sharan,09-07-2022,Flood / flash flood,0,0,9,63,0,0
South Eastern,AF12,Paktika,AF1211,Urgun,09-07-2022,Flood / flash flood,0,0,16,84,16,0
South Eastern,AF11,Ghazni,AF1105,Dehyak,10-07-2022,Flood / flash flood,0,0,8,144,8,0
South Eastern,AF13,Paktya,AF1302,Ahmadaba,10-07-2022,Flood / flash flood,0,0,12,90,12,0
South Eastern,AF13,Paktya,AF1303,Zurmat,10-07-2022,Flood / flash flood,0,0,23,161,20,3
South Eastern,AF11,Ghazni,AF1108,Zanakhan,10-07-2022,Flood / flash flood,3,1,6,59,4,2
South Eastern,AF11,Ghazni,AF1101,Ghazni,10-07-2022,Flood / flash flood,5,14,226,1555,211,15
South Eastern,AF13,Paktya,AF1301,Gardez,10-07-2022,Flood / flash flood,0,2,82,635,51,31
South Eastern,AF11,Ghazni,AF1117,Gelan,10-07-2022,Flood / flash flood,0,0,2,16,2,0
South Eastern,AF11,Ghazni,AF1110,Nawur,10-07-2022,Flood / flash flood,0,0,23,171,23,0
Eastern,AF15,Kunar,AF1505,Sarkani,17-07-2022,Flood / flash flood,0,0,6,36,6,0
Eastern,AF15,Kunar,AF1514,Nurgal,17-07-2022,Flood / flash flood,0,0,22,154,22,0
South Eastern,AF13,Paktya,AF1305,Zadran,18-07-2022,Earthquake,0,0,2,18,1,1
Capital,AF05,Logar,AF0501,Pul-e-Alam,23-07-2022,Flood / flash flood,0,0,212,1484,99,113
Eastern,AF15,Kunar,AF1505,Sarkani,23-07-2022,Flood / flash flood,0,0,1,7,1,0
Eastern,AF15,Kunar,AF1510,Khaskunar,23-07-2022,Flood / flash flood,0,0,6,49,6,0
Capital,AF05,Logar,AF0504,Khoshi,23-07-2022,Flood / flash flood,0,0,7,69,6,1
South Eastern,AF14,Khost,AF1407,Sabari,23-07-2022,Flood / flash flood,0,0,59,491,55,0
Eastern,AF15,Kunar,AF1502,Marawara,23-07-2022,Flood / flash flood,0,0,12,89,12,0
Capital,AF04,Wardak,AF0405,Saydabad,23-07-2022,Flood / flash flood,0,0,13,75,12,1
Capital,AF04,Wardak,AF0402,Nerkh,23-07-2022,Flood / flash flood,0,0,17,177,9,18
Eastern,AF15,Kunar,AF1501,Asadabad,23-07-2022,Flood / flash flood,0,0,15,105,15,0
Capital,AF04,Wardak,AF0403,Jalrez,23-07-2022,Flood / flash flood,1,0,75,455,43,32
Capital,AF04,Wardak,AF0407,Hesa-e- Awal-e- Behsud,23-07-2022,Flood / flash flood,0,0,16,106,0,16
Capital,AF04,Wardak,AF0401,Maydanshahr,23-07-2022,Flood / flash flood,0,0,6,46,6,0
Capital,AF04,Wardak,AF0401,Maydanshahr,23-07-2022,Flood / flash flood,0,0,6,46,6,0
Capital,AF04,Wardak,AF0404,Chak,23-07-2022,Flood / flash flood,0,0,26,186,19,7
Eastern,AF15,Kunar,AF1514,Nurgal,23-07-2022,Flood / flash flood,0,0,15,105,11,4
Eastern,AF15,Kunar,AF1509,Chawkay,23-07-2022,Flood / flash flood,0,0,8,52,8,0
South Eastern,AF14,Khost,AF1407,Sabari,24-07-2022,Flood / flash flood,0,0,16,146,16,0
Eastern,AF07,Laghman,AF0704,Alingar,24-07-2022,Flood / flash flood,0,0,7,50,4,3
Eastern,AF06,Nangarhar,AF0606,Kuzkunar,24-07-2022,Flood / flash flood,0,0,34,238,34,0
Eastern,AF06,Nangarhar,AF0615,Achin,24-07-2022,Flood / flash flood,0,4,14,19,14,0
Eastern,AF07,Laghman,AF0701,Mehtarlam,24-07-2022,Flood / flash flood,0,0,12,96,9,3
Eastern,AF06,Nangarhar,AF0609,Batikot,24-07-2022,Flood / flash flood,0,2,447,3129,295,152
Eastern,AF06,Nangarhar,AF0617,Muhmand Dara,24-07-2022,Flood / flash flood,0,0,1,7,1,0
Eastern,AF06,Nangarhar,AF0601,Jalalabad,24-07-2022,Flood / flash flood,0,0,218,2157,208,10
Eastern,AF15,Kunar,AF1505,Sarkani,24-07-2022,Flood / flash flood,0,0,1,7,1,0
South Eastern,AF14,Khost,AF1413,Jajimaydan,24-07-2022,Flood / flash flood,0,2,261,1913,248,13
South Eastern,AF14,Khost,AF1409,Bak,24-07-2022,Flood / flash flood,0,0,31,262,31,0
North Eastern,AF17,Badakhshan,AF1718,Yamgan,24-07-2022,Flood / flash flood,0,0,30,210,0,0
Eastern,AF06,Nangarhar,AF0607,Rodat,24-07-2022,Flood / flash flood,4,1,45,315,45,0
Eastern,AF06,Nangarhar,AF0608,Khogyani,24-07-2022,Flood / flash flood,0,0,1,7,1,0
Eastern,AF06,Nangarhar,AF0614,Goshta,24-07-2022,Flood / flash flood,0,0,9,63,9,0
Eastern,AF06,Nangarhar,AF0603,Surkhrod,24-07-2022,Flood / flash flood,0,0,4,28,4,0
Eastern,AF06,Nangarhar,AF0602,Behsud,24-07-2022,Flood / flash flood,0,0,49,343,49,0
Eastern,AF07,Laghman,AF0703,Alishang,24-07-2022,Flood / flash flood,0,0,10,70,10,0
Eastern,AF06,Nangarhar,AF0605,Kama,24-07-2022,Flood / flash flood,0,0,15,105,15,0
Eastern,AF06,Nangarhar,AF0612,Dara-e-Nur,24-07-2022,Flood / flash flood,0,0,9,63,9,0
Eastern,AF06,Nangarhar,AF0621,Hesarak,24-07-2022,Flood / flash flood,0,0,3,21,3,0
Eastern,AF06,Nangarhar,AF0616,Shinwar,24-07-2022,Flood / flash flood,0,0,88,616,88,0
Western,AF33,Farah,AF3310,Gulestan,25-07-2022,Flood / flash flood,2,0,214,1482,113,101
South Eastern,AF13,Paktya,AF1303,Zurmat,25-07-2022,Flood / flash flood,0,0,51,480,0,0
Central Highland,AF10,Bamyan,AF1007,Waras,25-07-2022,Flood / flash flood,0,0,200,1400,125,0
Central Highland,AF10,Bamyan,AF1007,Waras,25-07-2022,Flood / flash flood,0,0,42,294,0,2
South Eastern,AF13,Paktya,AF1301,Gardez,25-07-2022,Flood / flash flood,0,0,7,51,7,0
Central Highland,AF10,Bamyan,AF1006,Panjab,25-07-2022,Flood / flash flood,0,0,40,280,0,3
South Eastern,AF13,Paktya,AF1306,Sayedkaram,25-07-2022,Flood / flash flood,0,0,19,147,18,0
Capital,AF05,Logar,AF0501,Pul-e-Alam,25-07-2022,Flood / flash flood,0,0,6,24,4,2
South Eastern,AF13,Paktya,AF1303,Zurmat,25-07-2022,Flood / flash flood,0,0,7,48,7,0
Central Highland,AF24,Daykundi,AF2404,Khadir,26-07-2022,Flood / flash flood,0,0,144,1008,0,0
Western,AF32,Hirat,AF3209,Adraskan,26-07-2022,Flood / flash flood,2,0,45,283,8,37
Western,AF32,Hirat,AF3215,Farsi,26-07-2022,Flood / flash flood,0,0,33,231,12,21
Southern,AF26,Zabul,AF2605,Arghandab,27-07-2022,Flood / flash flood,0,0,251,2379,236,15
Southern,AF27,Kandahar,AF2701,Kandahar,27-07-2022,Flood / flash flood,2,1,48,357,47,1
Southern,AF27,Kandahar,AF2710,Maywand,27-07-2022,Flood / flash flood,0,0,19,137,19,0
Southern,AF25,Uruzgan,AF2505,Khasuruzgan,27-07-2022,Flood / flash flood,0,0,68,605,68,0
Southern,AF25,Uruzgan,AF2504,Shahid-e-Hassas,27-07-2022,Flood / flash flood,0,0,3,18,2,0
Southern,AF25,Uruzgan,AF2501,Tirinkot,27-07-2022,Flood / flash flood,0,0,11,105,11,0
Southern,AF26,Zabul,AF2606,Shahjoy,27-07-2022,Flood / flash flood,0,0,25,232,19,6
Southern,AF27,Kandahar,AF2705,Zheray,27-07-2022,Flood / flash flood,6,2,10,78,9,1
Central Highland,AF24,Daykundi,AF2401,Nili,27-07-2022,Flood / flash flood,0,0,80,560,0,0
Southern,AF26,Zabul,AF2604,Mizan,27-07-2022,Flood / flash flood,1,0,64,468,49,15
Southern,AF27,Kandahar,AF2704,Panjwayi,27-07-2022,Flood / flash flood,0,0,7,45,7,0
Southern,AF26,Zabul,AF2601,Qalat,27-07-2022,Flood / flash flood,0,0,43,362,42,1
Central Highland,AF24,Daykundi,AF2402,Shahrestan,28-07-2022,Flood / flash flood,0,0,125,875,0,0
Southern,AF25,Uruzgan,AF2503,Chora,28-07-2022,Flood / flash flood,0,0,28,247,28,0
South Eastern,AF11,Ghazni,AF1111,Qarabagh,29-07-2022,Flood / flash flood,10,3,54,421,51,3
South Eastern,AF12,Paktika,AF1207,Zarghunshahr,29-07-2022,Flood / flash flood,0,0,6,42,5,1
South Eastern,AF12,Paktika,AF1211,Urgun,29-07-2022,Flood / flash flood,0,0,125,875,110,15
South Eastern,AF11,Ghazni,AF1118,Ajrestan,29-07-2022,Flood / flash flood,0,0,2,19,2,0
South Eastern,AF11,Ghazni,AF1105,Dehyak,29-07-2022,Flood / flash flood,0,0,39,241,35,4
South Eastern,AF11,Ghazni,AF1112,Giro,29-07-2022,Flood / flash flood,0,1,133,948,132,1
South Eastern,AF11,Ghazni,AF1101,Ghazni,29-07-2022,Flood / flash flood,0,0,8,49,8,0
South Eastern,AF11,Ghazni,AF1116,Malestan,29-07-2022,Flood / flash flood,0,0,9,84,9,0
South Eastern,AF12,Paktika,AF1202,Matakhan,29-07-2022,Flood / flash flood,0,0,3,21,3,0
South Eastern,AF11,Ghazni,AF1115,Muqur,29-07-2022,Flood / flash flood,0,0,4,40,4,0
South Eastern,AF11,Ghazni,AF1117,Gelan,29-07-2022,Flood / flash flood,0,0,17,147,17,0
South Eastern,AF11,Ghazni,AF1107,Andar,29-07-2022,Flood / flash flood,0,0,1,8,1,0
Central Highland,AF24,Daykundi,AF2406,Miramor,29-07-2022,Flood / flash flood,0,0,307,2149,0,0
Southern,AF27,Kandahar,AF2702,Arghandab,29-07-2022,Flood / flash flood,0,0,3,23,3,0
Southern,AF27,Kandahar,AF2711,Spinboldak,30-07-2022,Flood / flash flood,4,3,505,4290,416,98
Eastern,AF07,Laghman,AF0704,Alingar,01-08-2022,Flood / flash flood,0,0,11,77,7,4
South Eastern,AF13,Paktya,AF1301,Gardez,01-08-2022,Flood / flash flood,3,0,18,118,18,0
Eastern,AF07,Laghman,AF0701,Mehtarlam,01-08-2022,Flood / flash flood,0,0,18,312,18,0
Capital,AF05,Logar,AF0503,Charkh,02-08-2022,Flood / flash flood,0,0,25,157,12,13
Eastern,AF06,Nangarhar,AF0614,Goshta,04-08-2022,Flood / flash flood,0,0,17,119,17,0
Southern,AF26,Zabul,AF2603,Shinkay,06-08-2022,Flood / flash flood,0,0,14,105,14,0
Southern,AF26,Zabul,AF2609,Nawbahar,06-08-2022,Flood / flash flood,0,0,25,158,25,0
Capital,AF04,Wardak,AF0405,Saydabad,10-08-2022,Flood / flash flood,1,0,13,61,9,4
Capital,AF04,Wardak,AF0404,Chak,10-08-2022,Flood / flash flood,0,0,55,253,38,17
South Eastern,AF13,Paktya,AF1305,Zadran,11-08-2022,Flood / flash flood,0,0,5,35,4,1
South Eastern,AF13,Paktya,AF1302,Ahmadaba,11-08-2022,Flood / flash flood,0,0,19,133,14,5
South Eastern,AF13,Paktya,AF1308,Lija Ahmad Khel,11-08-2022,Flood / flash flood,0,0,1,7,1,0
South Eastern,AF12,Paktika,AF1201,Sharan,11-08-2022,Flood / flash flood,0,0,18,126,18,0
South Eastern,AF13,Paktya,AF1303,Zurmat,11-08-2022,Flood / flash flood,0,0,51,357,35,16
South Eastern,AF13,Paktya,AF1301,Gardez,11-08-2022,Flood / flash flood,0,0,239,1673,170,69
Southern,AF25,Uruzgan,AF2505,Khasuruzgan,12-08-2022,Flood / flash flood,1,0,85,650,70,15
Southern,AF25,Uruzgan,AF2501,Tirinkot,12-08-2022,Flood / flash flood,0,0,31,222,29,2
Southern,AF25,Uruzgan,AF2503,Chora,12-08-2022,Flood / flash flood,0,0,22,180,19,3
Central Highland,AF24,Daykundi,AF2409,Gizab,12-08-2022,Flood / flash flood,0,0,7,75,7,0
South Eastern,AF14,Khost,AF1404,Tani,12-08-2022,Flood / flash flood,0,0,21,179,20,1
Capital,AF05,Logar,AF0501,Pul-e-Alam,12-08-2022,Flood / flash flood,0,0,68,431,33,35
Capital,AF04,Wardak,AF0403,Jalrez,12-08-2022,Flood / flash flood,3,0,1,6,0,1
South Eastern,AF14,Khost,AF1402,Mandozayi,12-08-2022,Flood / flash flood,4,6,133,1100,115,18
Capital,AF04,Wardak,AF0404,Chak,12-08-2022,Flood / flash flood,0,0,4,43,4,0
Capital,AF04,Wardak,AF0405,Saydabad,12-08-2022,Flood / flash flood,0,0,122,910,86,36
South Eastern,AF14,Khost,AF1406,Nadirshahkot,12-08-2022,Flood / flash flood,0,1,125,915,101,20
South Eastern,AF14,Khost,AF1401,Khost (Matun),12-08-2022,Flood / flash flood,0,4,148,1061,106,42
Capital,AF05,Logar,AF0503,Charkh,12-08-2022,Flood / flash flood,0,0,138,966,68,70
Capital,AF05,Logar,AF0502,Barakibarak,12-08-2022,Flood / flash flood,1,0,18,126,15,3
Capital,AF05,Logar,AF0505,Mohammadagha,12-08-2022,Flood / flash flood,0,0,32,224,16,16
Eastern,AF07,Laghman,AF0702,Qarghayi,13-08-2022,Flood / flash flood,0,0,9,63,9,0
Eastern,AF07,Laghman,AF0702,Qarghayi,13-08-2022,Flood / flash flood,0,0,14,98,14,0
Eastern,AF07,Laghman,AF0702,Qarghayi,13-08-2022,Flood / flash flood,0,0,8,56,8,0
Eastern,AF07,Laghman,AF0703,Alishang,13-08-2022,Flood / flash flood,0,0,33,231,29,4
Eastern,AF07,Laghman,AF0702,Qarghayi,13-08-2022,Flood / flash flood,0,0,16,112,16,0
Capital,AF02,Kapisa,AF0206,Tagab,13-08-2022,Flood / flash flood,2,7,76,532,0,5
Southern,AF26,Zabul,AF2610,Shomulzay,13-08-2022,Flood / flash flood,1,0,7,48,7,0
Capital,AF02,Kapisa,AF0205,Nejrab,13-08-2022,Flood / flash flood,0,0,35,73,33,2
Eastern,AF07,Laghman,AF0704,Alingar,13-08-2022,Flood / flash flood,0,0,187,1309,177,11
Eastern,AF07,Laghman,AF0701,Mehtarlam,13-08-2022,Flood / flash flood,0,0,247,1510,188,59
Capital,AF03,Parwan,AF0303,Shinwari,14-08-2022,Flood / flash flood,5,6,129,496,26,103
Capital,AF03,Parwan,AF0307,Ghorband,14-08-2022,Flood / flash flood,6,15,59,285,21,38
Eastern,AF07,Laghman,AF0702,Qarghayi,15-08-2022,Flood / flash flood,0,0,20,16,20,0
Eastern,AF06,Nangarhar,AF0603,Surkhrod,15-08-2022,Flood / flash flood,0,0,53,371,53,0
Eastern,AF06,Nangarhar,AF0604,Chaparhar,15-08-2022,Flood / flash flood,0,0,48,336,48,0
Eastern,AF07,Laghman,AF0702,Qarghayi,15-08-2022,Flood / flash flood,0,1,11,77,11,0
Eastern,AF06,Nangarhar,AF0601,Jalalabad,15-08-2022,Flood / flash flood,0,0,1330,9310,1148,182
South Eastern,AF14,Khost,AF1406,Nadirshahkot,16-08-2022,Flood / flash flood,0,0,18,142,18,0
Eastern,AF16,Nuristan,AF1606,Kamdesh,17-08-2022,Flood / flash flood,12,20,64,454,23,41
Eastern,AF15,Kunar,AF1502,Marawara,17-08-2022,Flood / flash flood,0,0,49,343,49,2
Eastern,AF15,Kunar,AF1510,Khaskunar,17-08-2022,Flood / flash flood,0,0,37,259,19,18
Eastern,AF15,Kunar,AF1509,Chawkay,17-08-2022,Flood / flash flood,1,3,29,203,23,6
Eastern,AF15,Kunar,AF1503,Watapur,17-08-2022,Flood / flash flood,0,0,5,35,5,0
Eastern,AF15,Kunar,AF1507,Dara-e-Pech,17-08-2022,Flood / flash flood,0,0,15,105,15,0
Eastern,AF15,Kunar,AF1511,Ghaziabad,17-08-2022,Flood / flash flood,0,0,4,24,4,0
Eastern,AF06,Nangarhar,AF0619,Sherzad,20-08-2022,Flood / flash flood,0,0,3,21,3,0
Eastern,AF06,Nangarhar,AF0613,Kot,20-08-2022,Flood / flash flood,0,0,4,28,4,0
Capital,AF04,Wardak,AF0406,Daymirdad,20-08-2022,Flood / flash flood,0,0,6,58,6,0
Eastern,AF06,Nangarhar,AF0603,Surkhrod,20-08-2022,Flood / flash flood,0,0,53,371,53,0
Eastern,AF06,Nangarhar,AF0614,Goshta,20-08-2022,Flood / flash flood,1,0,43,301,30,13
Capital,AF04,Wardak,AF0404,Chak,20-08-2022,Flood / flash flood,0,0,33,260,25,8
Capital,AF05,Logar,AF0504,Khoshi,20-08-2022,Flood / flash flood,4,10,448,3136,222,226
Capital,AF05,Logar,AF0505,Mohammadagha,20-08-2022,Flood / flash flood,0,0,51,357,27,24
Capital,AF04,Wardak,AF0405,Saydabad,20-08-2022,Flood / flash flood,0,0,36,274,26,10
Capital,AF05,Logar,AF0501,Pul-e-Alam,20-08-2022,Flood / flash flood,0,0,129,903,91,38
Eastern,AF06,Nangarhar,AF0604,Chaparhar,20-08-2022,Flood / flash flood,0,0,80,560,76,4
Eastern,AF06,Nangarhar,AF0616,Shinwar,20-08-2022,Flood / flash flood,2,0,10,70,10,0
Eastern,AF06,Nangarhar,AF0609,Batikot,20-08-2022,Flood / flash flood,1,0,158,1106,108,50
Eastern,AF06,Nangarhar,AF0612,Dara-e-Nur,20-08-2022,Flood / flash flood,0,0,31,217,31,0
Eastern,AF06,Nangarhar,AF0605,Kama,20-08-2022,Flood / flash flood,0,0,2,14,2,0
Eastern,AF06,Nangarhar,AF0622,Durbaba,20-08-2022,Flood / flash flood,0,0,18,126,15,3
Eastern,AF06,Nangarhar,AF0608,Khogyani,20-08-2022,Flood / flash flood,1,12,28,196,20,8
Eastern,AF06,Nangarhar,AF0601,Jalalabad,20-08-2022,Flood / flash flood,0,4,86,602,58,28
Eastern,AF06,Nangarhar,AF0606,Kuzkunar,20-08-2022,Flood / flash flood,0,0,7,49,7,0
Eastern,AF06,Nangarhar,AF0615,Achin,20-08-2022,Flood / flash flood,2,3,18,126,8,10
Eastern,AF06,Nangarhar,AF0617,Muhmand Dara,20-08-2022,Flood / flash flood,0,0,3,21,3,0
Eastern,AF06,Nangarhar,AF0620,Nazyan,20-08-2022,Flood / flash flood,0,0,16,112,16,0
Eastern,AF06,Nangarhar,AF0607,Rodat,20-08-2022,Flood / flash flood,0,0,106,742,61,45
Capital,AF05,Logar,AF0502,Barakibarak,20-08-2022,Flood / flash flood,0,0,9,63,8,1
Southern,AF27,Kandahar,AF2701,Kandahar,22-08-2022,Flood / flash flood,0,0,25,218,18,7
Southern,AF27,Kandahar,AF2706,Shahwalikot,22-08-2022,Flood / flash flood,0,1,62,540,59,3
Southern,AF27,Kandahar,AF2711,Spinboldak,22-08-2022,Flood / flash flood,7,37,152,1327,107,45
Capital,AF01,Kabul,AF0107,Musayi,22-08-2022,Flood / flash flood,0,0,74,518,29,18
Southern,AF27,Kandahar,AF2714,Shorabak,22-08-2022,Flood / flash flood,0,0,43,319,43,0
Southern,AF26,Zabul,AF2609,Nawbahar,23-08-2022,Flood / flash flood,0,0,69,593,67,2
Southern,AF26,Zabul,AF2603,Shinkay,23-08-2022,Flood / flash flood,0,0,47,353,47,0
Southern,AF27,Kandahar,AF2710,Maywand,23-08-2022,Flood / flash flood,0,0,6,42,6,0
Southern,AF26,Zabul,AF2606,Shahjoy,23-08-2022,Flood / flash flood,0,0,17,163,17,0
Eastern,AF07,Laghman,AF0702,Qarghayi,24-08-2022,Flood / flash flood,0,0,16,112,16,0
Eastern,AF07,Laghman,AF0702,Qarghayi,24-08-2022,Flood / flash flood,0,0,11,77,11,0
Western,AF33,Farah,AF3310,Gulestan,25-08-2022,Flood / flash flood,0,0,74,2958,11,63
Eastern,AF15,Kunar,AF1505,Sarkani,26-08-2022,Flood / flash flood,0,0,42,279,14,28
Eastern,AF15,Kunar,AF1505,Sarkani,26-08-2022,Flood / flash flood,0,0,72,504,36,36
Eastern,AF15,Kunar,AF1505,Sarkani,26-08-2022,Flood / flash flood,0,0,26,206,18,8
Eastern,AF15,Kunar,AF1504,Narang,26-08-2022,Flood / flash flood,0,0,40,280,24,16
Eastern,AF15,Kunar,AF1502,Marawara,26-08-2022,Flood / flash flood,0,0,3,27,3,0
Eastern,AF06,Nangarhar,AF0603,Surkhrod,26-08-2022,Flood / flash flood,0,0,91,637,91,0
Eastern,AF15,Kunar,AF1514,Nurgal,26-08-2022,Flood / flash flood,0,0,32,224,21,11
Eastern,AF06,Nangarhar,AF0605,Kama,26-08-2022,Flood / flash flood,0,0,645,4515,454,191
Eastern,AF07,Laghman,AF0702,Qarghayi,26-08-2022,Flood / flash flood,0,0,17,119,0,17
Eastern,AF15,Kunar,AF1510,Khaskunar,26-08-2022,Flood / flash flood,0,0,15,105,1,14
Eastern,AF06,Nangarhar,AF0602,Behsud,26-08-2022,Flood / flash flood,0,0,17,119,17,0
Eastern,AF06,Nangarhar,AF0601,Jalalabad,26-08-2022,Flood / flash flood,0,0,45,315,45,0
Eastern,AF06,Nangarhar,AF0617,Muhmand Dara,26-08-2022,Flood / flash flood,0,0,5,35,5,0
Eastern,AF15,Kunar,AF1508,Barkunar,26-08-2022,Flood / flash flood,0,0,19,133,9,10
Eastern,AF15,Kunar,AF1503,Watapur,26-08-2022,Flood / flash flood,0,0,24,168,9,15
Eastern,AF15,Kunar,AF1507,Dara-e-Pech,26-08-2022,Flood / flash flood,0,0,3,21,3,0
Eastern,AF15,Kunar,AF1509,Chawkay,26-08-2022,Flood / flash flood,0,0,8,56,6,2
Eastern,AF15,Kunar,AF1501,Asadabad,26-08-2022,Flood / flash flood,0,0,7,49,7,0
Eastern,AF15,Kunar,AF1509,Chawkay,04-09-2022,Earthquake,0,4,26,182,15,6
Eastern,AF15,Kunar,AF1514,Nurgal,05-09-2022,Earthquake,5,49,659,5622,244,415
Eastern,AF06,Nangarhar,AF0612,Dara-e-Nur,05-09-2022,Earthquake,0,0,165,1155,159,6
Eastern,AF07,Laghman,AF0704,Alingar,05-09-2022,Earthquake,0,0,4,28,4,0
Eastern,AF06,Nangarhar,AF0605,Kama,05-09-2022,Earthquake,0,0,12,84,10,2
Eastern,AF15,Kunar,AF1510,Khaskunar,19-09-2022,Earthquake,0,1,25,175,21,5
